id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
80,15697606.0,Chien,669.0,Spain,Female,40.0,6.0,0.0,1.0,0.0,1.0,83681.97,1.0
81,15651585.0,Udinese,686.0,France,Female,32.0,2.0,0.0,2.0,1.0,1.0,149614.81,0.0
82,15651264.0,Onyemauchechukwu,645.0,France,Female,43.0,7.0,0.0,2.0,1.0,0.0,144593.4,0.0
83,15668032.0,Gell,542.0,France,Female,44.0,6.0,0.0,1.0,0.0,0.0,135925.72,1.0
84,15753337.0,K'ung,753.0,France,Female,31.0,5.0,0.0,2.0,1.0,0.0,9241.52,0.0
85,15757897.0,Milani,850.0,Germany,Female,46.0,9.0,138053.79,1.0,1.0,1.0,177025.79,1.0
86,15747208.0,White,670.0,France,Female,30.0,4.0,0.0,2.0,1.0,0.0,171313.66,0.0
87,15664793.0,Chiu,732.0,France,Female,33.0,4.0,0.0,2.0,0.0,1.0,120830.73,0.0
88,15660200.0,Ch'eng,850.0,Spain,Female,33.0,5.0,121685.31,1.0,1.0,0.0,146700.22,1.0
89,15612140.0,Lucciano,659.0,France,Male,26.0,9.0,0.0,2.0,0.0,0.0,109614.57,0.0
90,15726676.0,Tien,833.0,France,Male,29.0,6.0,0.0,2.0,1.0,0.0,183963.34,0.0
91,15663927.0,Martin,679.0,France,Male,46.0,5.0,0.0,1.0,1.0,1.0,141679.72,0.0
92,15624388.0,Chukwumaobim,560.0,France,Female,52.0,5.0,0.0,1.0,1.0,0.0,47729.33,1.0
93,15795537.0,O'Neill,785.0,France,Female,25.0,3.0,0.0,2.0,1.0,1.0,151481.86,0.0
94,15627262.0,Chikezie,762.0,France,Female,29.0,3.0,109960.06,1.0,1.0,1.0,124489.88,0.0
95,15747174.0,K?,601.0,France,Female,44.0,4.0,0.0,2.0,1.0,1.0,163589.79,0.0
96,15702541.0,Chioke,693.0,France,Female,28.0,8.0,0.0,2.0,1.0,1.0,119175.45,0.0
97,15696054.0,L?,691.0,France,Female,29.0,2.0,0.0,2.0,1.0,0.0,157097.09,0.0
98,15805627.0,Chinwendu,605.0,Spain,Female,36.0,5.0,0.0,2.0,0.0,0.0,116885.87,0.0
99,15708713.0,Chien,684.0,France,Male,35.0,7.0,0.0,2.0,0.0,0.0,102908.96,0.0
100,15648800.0,Tsai,539.0,France,Male,38.0,6.0,129109.02,1.0,1.0,1.0,38794.57,0.0
101,15777892.0,Chien,488.0,France,Female,41.0,8.0,82787.93,2.0,1.0,0.0,171463.83,1.0
102,15602979.0,Mazzanti,705.0,France,Female,36.0,9.0,89039.9,1.0,1.0,1.0,93478.96,0.0
103,15607988.0,Ch'ang,708.0,France,Male,35.0,1.0,0.0,1.0,1.0,1.0,179445.24,0.0
104,15669414.0,Chukwubuikem,615.0,Germany,Male,54.0,8.0,116416.94,1.0,1.0,0.0,107874.39,1.0
105,15763063.0,Chidubem,690.0,Spain,Female,37.0,9.0,0.0,2.0,1.0,1.0,65816.53,0.0
106,15779743.0,Chidiegwu,752.0,Germany,Male,35.0,3.0,102540.61,1.0,1.0,0.0,103379.31,1.0
107,15726354.0,Chikelu,543.0,Germany,Male,39.0,1.0,125877.65,1.0,1.0,0.0,53412.22,0.0
108,15636395.0,Onio,649.0,France,Female,44.0,9.0,0.0,3.0,1.0,1.0,131712.52,1.0
109,15781402.0,O'Toole,682.0,France,Male,39.0,1.0,0.0,2.0,0.0,1.0,149853.89,0.0
110,15723488.0,Yeh,564.0,France,Female,40.0,6.0,0.0,1.0,1.0,0.0,149614.17,1.0
111,15592412.0,P'eng,571.0,France,Male,30.0,1.0,0.0,1.0,1.0,1.0,74532.02,0.0
112,15809509.0,Ts'ao,749.0,France,Female,38.0,6.0,96834.78,1.0,0.0,1.0,94739.3,0.0
113,15700353.0,Ukaegbunam,636.0,France,Male,22.0,6.0,116409.55,1.0,1.0,1.0,86414.41,0.0
114,15624592.0,Hsiao,646.0,France,Male,34.0,5.0,0.0,2.0,0.0,0.0,152323.04,0.0
115,15704795.0,Nworie,644.0,Germany,Male,35.0,9.0,149971.11,2.0,0.0,1.0,140800.61,1.0
116,15592232.0,P'an,642.0,Germany,Male,40.0,9.0,122964.88,2.0,1.0,0.0,27011.8,0.0
117,15662263.0,Nwachinemelu,636.0,France,Male,56.0,5.0,92855.02,1.0,1.0,0.0,122268.75,1.0
118,15740442.0,Hsueh,719.0,Germany,Female,35.0,7.0,121063.9,1.0,0.0,0.0,55701.62,1.0
119,15648858.0,Martin,683.0,France,Male,38.0,0.0,122325.7,1.0,1.0,1.0,74836.64,0.0
120,15732266.0,Chiekwugo,719.0,Germany,Male,31.0,5.0,82559.42,2.0,1.0,1.0,96498.14,0.0
121,15802220.0,Chidiebele,712.0,France,Male,35.0,3.0,0.0,2.0,0.0,1.0,188603.07,0.0
122,15648898.0,T'ang,577.0,France,Male,30.0,9.0,0.0,2.0,0.0,0.0,141533.19,0.0
123,15717286.0,Chukwujekwu,656.0,France,Male,36.0,7.0,0.0,2.0,1.0,0.0,66586.56,0.0
124,15605037.0,Ts'ui,676.0,Spain,Female,37.0,8.0,0.0,2.0,1.0,0.0,83679.46,0.0
125,15596972.0,Hsueh,707.0,France,Female,38.0,3.0,0.0,2.0,1.0,0.0,100809.99,0.0
126,15676521.0,Hsueh,678.0,France,Male,41.0,6.0,96863.52,1.0,1.0,1.0,131772.51,0.0
127,15699257.0,Yeh,636.0,Spain,Female,51.0,3.0,105420.08,1.0,0.0,0.0,167554.86,1.0
128,15582841.0,Ts'ai,545.0,Germany,Male,37.0,9.0,164902.43,1.0,1.0,1.0,53353.36,0.0
129,15583857.0,Tien,721.0,Germany,Male,48.0,6.0,163549.63,1.0,1.0,1.0,60920.03,1.0
130,15662021.0,Nkemjika,580.0,France,Male,31.0,0.0,116576.45,1.0,1.0,1.0,149457.81,0.0
131,15691119.0,Calabresi,771.0,France,Male,32.0,1.0,0.0,2.0,0.0,1.0,50908.97,0.0
132,15686957.0,Tsao,706.0,France,Female,40.0,5.0,0.0,2.0,1.0,0.0,79919.13,0.0
133,15796074.0,Smith,579.0,France,Female,47.0,7.0,0.0,1.0,1.0,0.0,184564.67,1.0
134,15762902.0,Ozerova,642.0,Spain,Female,47.0,6.0,0.0,2.0,1.0,0.0,94780.9,0.0
135,15714493.0,Chiu,723.0,Spain,Female,47.0,6.0,0.0,1.0,1.0,1.0,180962.32,0.0
136,15775307.0,Lu,733.0,France,Male,37.0,4.0,0.0,1.0,1.0,1.0,180426.2,0.0
137,15686696.0,Chiawuotu,651.0,France,Female,51.0,4.0,0.0,1.0,1.0,1.0,27231.26,1.0
138,15772383.0,Bellucci,571.0,France,Male,36.0,9.0,0.0,2.0,1.0,0.0,116466.19,0.0
139,15585599.0,Martin,579.0,Germany,Male,37.0,7.0,117070.21,1.0,0.0,0.0,131736.23,0.0
140,15613172.0,Lettiere,658.0,Spain,Male,46.0,2.0,0.0,1.0,1.0,1.0,164741.5,1.0
141,15600821.0,Lo,710.0,France,Female,43.0,6.0,0.0,1.0,0.0,0.0,116069.24,1.0
142,15807305.0,Burtch,684.0,Spain,Male,35.0,6.0,0.0,2.0,1.0,1.0,78310.04,0.0
143,15769254.0,Chukwuemeka,607.0,France,Female,34.0,3.0,0.0,1.0,1.0,0.0,25165.36,0.0
144,15780056.0,Chibueze,721.0,France,Male,27.0,9.0,61811.23,1.0,1.0,1.0,124532.9,0.0
145,15600974.0,Chukwudi,656.0,France,Female,26.0,3.0,0.0,2.0,1.0,1.0,142539.71,0.0
146,15773539.0,McGregor,537.0,Germany,Male,46.0,1.0,111233.08,1.0,1.0,0.0,55313.44,1.0
147,15724444.0,Hsiung,718.0,France,Female,39.0,4.0,0.0,2.0,1.0,0.0,89566.64,0.0
148,15729771.0,Chin,727.0,Spain,Female,35.0,7.0,0.0,2.0,1.0,1.0,105986.01,0.0
149,15621487.0,Hs?eh,749.0,France,Female,37.0,2.0,0.0,2.0,1.0,1.0,127095.14,0.0
150,15638463.0,Iadanza,695.0,France,Female,22.0,3.0,0.0,1.0,1.0,1.0,81452.29,0.0
151,15803801.0,Chidimma,758.0,France,Male,42.0,7.0,0.0,2.0,0.0,1.0,106977.53,0.0
152,15677786.0,Rizzo,616.0,France,Female,39.0,3.0,105961.68,1.0,1.0,0.0,115719.08,0.0
153,15694566.0,Chukwufumnanya,619.0,Spain,Male,49.0,4.0,0.0,2.0,0.0,1.0,93081.87,0.0
154,15573926.0,Chibugo,687.0,Spain,Male,41.0,8.0,0.0,2.0,0.0,1.0,109742.55,0.0
155,15799641.0,Chukwubuikem,850.0,Spain,Male,24.0,6.0,0.0,2.0,1.0,0.0,96660.76,0.0
156,15602797.0,Ch'ien,692.0,France,Male,28.0,10.0,0.0,2.0,0.0,0.0,82872.64,0.0
157,15726046.0,Mazzanti,689.0,France,Female,44.0,3.0,122314.5,1.0,1.0,0.0,81861.1,0.0
158,15666885.0,Ch'eng,619.0,Germany,Male,45.0,9.0,106901.41,1.0,1.0,1.0,73551.44,1.0
159,15593094.0,Ch'ien,653.0,Germany,Male,42.0,6.0,139529.13,1.0,1.0,0.0,96444.88,1.0
160,15804862.0,Onuchukwu,545.0,Germany,Female,46.0,8.0,119839.69,2.0,1.0,1.0,183494.87,0.0
161,15751021.0,Yeh,745.0,Germany,Female,45.0,2.0,110777.26,1.0,1.0,0.0,168035.62,0.0
162,15793311.0,Yudina,707.0,France,Male,38.0,9.0,0.0,1.0,0.0,1.0,134878.19,0.0
163,15756610.0,Chukwudi,525.0,Spain,Female,52.0,3.0,0.0,2.0,1.0,1.0,176713.47,1.0
164,15663438.0,Boulger,678.0,Spain,Female,36.0,9.0,134366.42,1.0,0.0,1.0,179843.33,0.0
165,15622494.0,Horsley,754.0,France,Female,43.0,3.0,0.0,2.0,1.0,0.0,84760.32,0.0
166,15629793.0,Tung,749.0,France,Male,36.0,3.0,0.0,2.0,0.0,1.0,141180.66,0.0
167,15669957.0,Clements,708.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,155870.82,0.0
168,15811565.0,Hsieh,748.0,France,Male,31.0,10.0,123845.36,1.0,1.0,1.0,46811.77,0.0
169,15681342.0,Ch'en,757.0,France,Male,30.0,4.0,0.0,2.0,1.0,0.0,66732.63,0.0
170,15770185.0,Hsueh,686.0,France,Female,38.0,7.0,0.0,2.0,1.0,1.0,167033.83,0.0
171,15628583.0,Chukwukere,590.0,France,Female,28.0,5.0,0.0,1.0,1.0,0.0,160696.72,0.0
172,15659807.0,Naylor,757.0,France,Female,41.0,5.0,176729.52,1.0,0.0,0.0,167573.06,0.0
173,15809837.0,Onwuamaeze,573.0,France,Female,39.0,6.0,81710.11,1.0,0.0,1.0,67789.99,0.0
174,15706267.0,Chukwualuka,727.0,France,Male,32.0,0.0,0.0,2.0,1.0,1.0,88890.05,0.0
175,15630053.0,Lai,703.0,France,Male,34.0,3.0,157831.13,1.0,0.0,0.0,145562.4,0.0
176,15643523.0,Dore,845.0,Spain,Male,47.0,7.0,133566.12,1.0,1.0,0.0,134875.37,0.0
177,15761497.0,Palermo,543.0,Germany,Female,51.0,9.0,102723.35,3.0,1.0,0.0,169161.64,1.0
178,15604792.0,Uren,624.0,France,Male,32.0,7.0,0.0,2.0,0.0,1.0,100950.48,0.0
179,15673539.0,T'an,714.0,Spain,Male,56.0,1.0,0.0,1.0,1.0,0.0,175310.71,1.0
180,15711396.0,Ts'ao,661.0,Germany,Female,41.0,1.0,81132.21,1.0,1.0,0.0,169425.3,0.0
181,15621083.0,Nkemdilim,695.0,France,Female,33.0,5.0,0.0,2.0,1.0,1.0,64477.25,0.0
182,15674551.0,Pirozzi,602.0,Spain,Female,38.0,5.0,0.0,2.0,0.0,1.0,172601.62,0.0
183,15736327.0,Chukwuemeka,516.0,Spain,Male,49.0,7.0,145580.61,1.0,0.0,1.0,61820.41,0.0
184,15743076.0,Ch'en,553.0,Spain,Male,52.0,5.0,0.0,1.0,1.0,0.0,129891.66,1.0
185,15739692.0,Pisani,632.0,Germany,Female,52.0,6.0,108914.17,1.0,1.0,0.0,184520.0,1.0
186,15617252.0,Ibezimako,682.0,Spain,Female,28.0,8.0,0.0,2.0,1.0,1.0,81723.8,0.0
187,15753550.0,Maclean,593.0,Germany,Male,37.0,8.0,117593.48,1.0,1.0,1.0,104889.3,0.0
188,15806420.0,Oguejiofor,703.0,Germany,Male,33.0,0.0,84903.33,2.0,0.0,1.0,71139.31,0.0
189,15658969.0,Smith,760.0,Spain,Female,28.0,10.0,121669.23,1.0,1.0,1.0,138360.29,0.0
190,15683977.0,Nnachetam,664.0,France,Male,38.0,4.0,102945.01,1.0,0.0,0.0,109127.54,0.0
191,15620557.0,Hs?,724.0,Spain,Male,24.0,6.0,0.0,2.0,1.0,0.0,82500.84,0.0
192,15687959.0,Scott,588.0,Spain,Male,35.0,2.0,0.0,2.0,0.0,1.0,70523.92,0.0
193,15581197.0,Chigolum,623.0,Germany,Female,35.0,1.0,83888.56,2.0,1.0,0.0,139946.68,0.0
194,15672966.0,Ch'iu,684.0,France,Male,35.0,4.0,0.0,2.0,1.0,0.0,107640.25,0.0
195,15699486.0,Nnachetam,576.0,France,Female,48.0,9.0,0.0,1.0,1.0,1.0,122433.09,1.0
196,15761364.0,Genovese,710.0,Spain,Female,52.0,9.0,136689.66,1.0,1.0,0.0,141476.56,1.0
197,15654358.0,Chiawuotu,651.0,Spain,Female,44.0,1.0,122449.31,1.0,1.0,0.0,185543.35,1.0
198,15583840.0,Ch'ang,694.0,Germany,Male,37.0,9.0,131563.88,2.0,0.0,0.0,89893.6,0.0
199,15624471.0,Pisani,635.0,Germany,Male,51.0,3.0,117419.35,1.0,1.0,0.0,126233.18,1.0
200,15792360.0,Scott,616.0,France,Female,29.0,5.0,0.0,1.0,1.0,1.0,151335.96,0.0
201,15772423.0,Rizzo,637.0,France,Female,29.0,7.0,125167.02,1.0,1.0,1.0,58466.43,0.0
202,15655252.0,Ponomarev,642.0,France,Male,32.0,7.0,70541.06,1.0,1.0,1.0,131953.23,0.0
203,15651713.0,Pirozzi,741.0,Germany,Male,42.0,8.0,125977.81,1.0,1.0,0.0,161574.19,1.0
204,15615473.0,Ugorji,624.0,France,Female,43.0,9.0,0.0,2.0,0.0,1.0,173516.71,0.0
205,15687958.0,Lucciano,724.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,14073.11,0.0
206,15691703.0,Y?an,506.0,Spain,Male,50.0,4.0,0.0,1.0,1.0,0.0,162260.93,1.0
207,15796496.0,Ejimofor,751.0,France,Female,36.0,9.0,0.0,2.0,0.0,1.0,57589.29,0.0
208,15616380.0,Ch'iu,438.0,Spain,Female,29.0,6.0,0.0,2.0,1.0,1.0,131521.72,0.0
209,15807432.0,Ugochukwutubelum,621.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,94951.27,0.0
210,15762715.0,Ponomaryov,722.0,France,Female,48.0,6.0,0.0,1.0,1.0,0.0,131919.48,1.0
211,15783629.0,Chikezie,665.0,France,Male,31.0,5.0,0.0,2.0,0.0,0.0,56865.62,0.0
212,15791342.0,Chukwuemeka,645.0,Germany,Male,34.0,5.0,91955.61,1.0,1.0,1.0,164864.66,0.0
213,15696834.0,Ch'en,640.0,France,Male,32.0,4.0,0.0,2.0,0.0,0.0,110317.39,0.0
214,15747265.0,Chukwudi,729.0,France,Female,49.0,7.0,125724.95,1.0,1.0,0.0,63584.55,1.0
215,15693904.0,Ts'ui,726.0,France,Male,32.0,8.0,0.0,1.0,1.0,0.0,26387.71,0.0
216,15725794.0,Hsu,681.0,France,Female,31.0,6.0,0.0,2.0,0.0,0.0,158840.99,0.0
217,15798895.0,Tien,595.0,France,Male,32.0,9.0,0.0,2.0,1.0,0.0,5862.53,1.0
218,15592089.0,Padovesi,709.0,France,Male,34.0,4.0,0.0,2.0,1.0,0.0,111698.0,0.0
219,15748597.0,Chukwudi,691.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,113796.15,0.0
220,15793883.0,Milani,717.0,France,Female,48.0,1.0,121260.19,1.0,1.0,1.0,157097.09,1.0
221,15783338.0,Ch'in,726.0,France,Male,41.0,5.0,0.0,2.0,1.0,0.0,133535.29,0.0
222,15584090.0,T'ao,526.0,Spain,Female,46.0,8.0,0.0,3.0,0.0,0.0,115268.86,1.0
223,15596021.0,H?,607.0,Spain,Female,45.0,2.0,0.0,2.0,1.0,1.0,131924.38,1.0
224,15729956.0,Chuang,752.0,Spain,Male,42.0,1.0,0.0,1.0,1.0,1.0,62634.94,0.0
225,15581229.0,T'ien,709.0,France,Male,38.0,3.0,0.0,2.0,0.0,0.0,1408.68,0.0
226,15713463.0,Ts'ai,710.0,France,Male,44.0,3.0,138476.41,1.0,1.0,1.0,52301.15,0.0
227,15667438.0,Aksenov,718.0,France,Male,34.0,2.0,135070.58,1.0,1.0,0.0,127749.61,0.0
228,15584749.0,Cattaneo,739.0,France,Male,38.0,8.0,0.0,1.0,1.0,0.0,57896.27,1.0
229,15751032.0,Hs?,686.0,France,Male,41.0,9.0,0.0,2.0,1.0,0.0,93717.55,0.0
230,15679813.0,Ch'ang,681.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,121232.51,0.0
231,15672798.0,Yermolayev,706.0,Spain,Female,29.0,7.0,0.0,2.0,0.0,0.0,84421.84,0.0
232,15609637.0,Chukwuemeka,722.0,Spain,Female,51.0,7.0,98362.35,2.0,1.0,0.0,45445.78,1.0
233,15733247.0,Ku,697.0,France,Female,42.0,8.0,0.0,1.0,0.0,1.0,131768.98,1.0
234,15728362.0,Palerma,697.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,0.0,134875.37,0.0
235,15772383.0,Nnamutaezinwa,589.0,Spain,Female,29.0,10.0,0.0,1.0,0.0,1.0,162643.15,0.0
236,15645496.0,Chinweuba,710.0,France,Female,40.0,7.0,133853.27,1.0,1.0,0.0,148527.56,0.0
237,15751455.0,Cremonesi,681.0,France,Female,37.0,7.0,81823.31,1.0,1.0,0.0,90162.35,0.0
238,15642099.0,Chiawuotu,653.0,France,Male,43.0,3.0,0.0,2.0,0.0,1.0,160529.71,0.0
239,15702801.0,McGregor,602.0,France,Female,36.0,6.0,0.0,1.0,1.0,0.0,188343.05,1.0
240,15797900.0,Chizuoke,741.0,France,Male,31.0,9.0,0.0,2.0,1.0,0.0,128882.66,0.0
